call_id,source_system,call_timestamp,wait_time_sec,resolution_status,agent_id,caller_intent
CALL-002491,Legacy_Oracle,07/07/2025 16:08:00,397.07,Resolved,AGT-281,Mental Health
CALL-002492,Cloud_Modern_Connect,2025-12-14T09:03:00,196.48,Escalated,AGT-921,Benefits
CALL-002493,Legacy_Avaya,01/12/2025 19:58:00,573.8,Dropped,AGT-428,Mental Health
CALL-002494,Legacy_Oracle,07/06/2025 16:18:00,187.69,Resolved,AGT-861,Mental Health
CALL-002495,Cloud_Modern_Connect,2025-01-08T18:00:00,154.2,Resolved,AGT-937,General Inquiry
CALL-002496,Legacy_Avaya,08/23/2025 22:15:00,140.98,Resolved,AGT-442,General Inquiry
CALL-002497,Legacy_Avaya,07/11/2025 16:16:00,464.84,Resolved,AGT-106,Mental Health
CALL-002498,Legacy_Avaya,01/01/2025 06:55:00,113.99,Resolved,AGT-496,Benefits
CALL-002499,Cloud_Modern_Connect,2025-03-14T12:48:00,103.5,Resolved,AGT-350,Mental Health
CALL-002500,Legacy_Avaya,08/27/2025 00:55:00,223.65,Resolved,AGT-599,Mental Health
CALL-002501,Legacy_Oracle,07/02/2025 10:16:00,433.8,Resolved,AGT-699,Mental Health
CALL-002502,Legacy_Oracle,12/03/2025 08:11:00,515.7,Resolved,AGT-786,Mental Health
CALL-002503,Legacy_Avaya,02/14/2025 01:54:00,212.55,Resolved,AGT-166,Benefits
CALL-002504,Cloud_Modern_Connect,2025-01-23T20:02:00,57.07,Resolved,AGT-179,General Inquiry
CALL-002505,Cloud_Modern_Connect,2025-01-07T06:13:00,119.58,Resolved,AGT-815,Benefits
CALL-002506,Legacy_Avaya,08/03/2025 01:21:00,319.02,Escalated,AGT-878,Pharmacy
CALL-002507,Legacy_Oracle,02/10/2025 05:55:00,456.97,Resolved,AGT-368,Benefits
CALL-002508,Cloud_Modern_Connect,2025-12-02T09:56:00,221.71,Dropped,AGT-275,Benefits
CALL-002509,Legacy_Avaya,07/08/2025 10:06:00,369.48,Resolved,AGT-975,Mental Health
CALL-002510,Legacy_Avaya,03/25/2025 12:30:00,504.75,Escalated,AGT-649,Benefits
CALL-002511,Legacy_Oracle,07/25/2025 12:23:00,328.81,Resolved,AGT-503,Mental Health
CALL-002512,Legacy_Oracle,02/02/2025 07:46:00,454.91,Resolved,AGT-109,General Inquiry
CALL-002513,Cloud_Modern_Connect,2025-04-02T03:15:00,319.97,Resolved,AGT-434,Pharmacy
CALL-002514,Legacy_Avaya,03/28/2025 14:23:00,275.95,Resolved,AGT-292,Mental Health
CALL-002515,Cloud_Modern_Connect,2025-11-17T03:23:00,187.97,Resolved,AGT-515,Mental Health
CALL-002516,Cloud_Modern_Connect,2025-12-01T04:04:00,134.85,Dropped,AGT-195,Mental Health
CALL-002517,Cloud_Modern_Connect,2025-02-04T14:49:00,128.83,Resolved,AGT-300,Pharmacy
CALL-002518,Cloud_Modern_Connect,2025-05-21T23:34:00,127.12,Resolved,AGT-275,Benefits
CALL-002519,Cloud_Modern_Connect,2025-07-08T09:20:00,199.6,Escalated,AGT-659,Mental Health
CALL-002520,Legacy_Oracle,08/21/2025 17:38:00,158.44,Resolved,AGT-151,General Inquiry
CALL-002521,Legacy_Oracle,06/25/2025 18:36:00,119.08,Resolved,AGT-564,Pharmacy
CALL-002522,Cloud_Modern_Connect,2025-03-07T20:41:00,45.09,Resolved,AGT-907,Benefits
CALL-002523,Legacy_Oracle,06/15/2025 05:03:00,303.58,Escalated,AGT-652,General Inquiry
CALL-002524,Cloud_Modern_Connect,2025-02-14T11:59:00,105.47,Escalated,AGT-854,Pharmacy
CALL-002525,Cloud_Modern_Connect,2025-01-29T01:49:00,55.82,Resolved,AGT-701,Benefits
CALL-002526,Legacy_Oracle,08/19/2025 07:07:00,453.46,Resolved,AGT-623,General Inquiry
CALL-002527,Legacy_Oracle,01/21/2025 08:15:00,269.24,Resolved,AGT-522,Mental Health
CALL-002528,Cloud_Modern_Connect,2025-04-08T05:37:00,81.69,Resolved,AGT-807,Pharmacy
CALL-002529,Cloud_Modern_Connect,2025-06-28T19:10:00,31.57,Resolved,AGT-968,Mental Health
CALL-002530,Cloud_Modern_Connect,2025-05-05T14:31:00,100.86,Resolved,AGT-914,Mental Health
CALL-002531,Cloud_Modern_Connect,2025-06-08T13:39:00,34.19,Resolved,AGT-465,Pharmacy
CALL-002532,Cloud_Modern_Connect,2025-02-26T03:33:00,62.7,,AGT-883,Benefits
CALL-002533,Cloud_Modern_Connect,2025-10-08T10:37:00,87.17,Dropped,AGT-518,General Inquiry
CALL-002534,Legacy_Oracle,03/04/2025 18:57:00,502.64,Resolved,AGT-799,General Inquiry
CALL-002535,Cloud_Modern_Connect,2025-04-01T06:57:00,66.03,,AGT-396,Benefits
CALL-002536,Cloud_Modern_Connect,2025-07-23T13:44:00,90.02,Resolved,AGT-913,General Inquiry
CALL-002537,Cloud_Modern_Connect,2025-05-12T21:27:00,157.26,Resolved,AGT-502,Pharmacy
CALL-002538,Cloud_Modern_Connect,2025-04-11T00:15:00,26.63,Resolved,AGT-504,Mental Health
CALL-002539,Legacy_Oracle,08/21/2025 03:42:00,116.42,Resolved,AGT-417,Mental Health
CALL-002540,Legacy_Avaya,08/19/2025 18:26:00,595.04,Resolved,AGT-788,Mental Health
CALL-002541,Legacy_Oracle,04/26/2025 08:03:00,185.05,Resolved,AGT-422,General Inquiry
CALL-002542,Cloud_Modern_Connect,2025-10-17T09:24:00,80.6,Resolved,AGT-166,Benefits
CALL-002543,Legacy_Avaya,10/13/2025 17:56:00,361.85,,AGT-403,Pharmacy
CALL-002544,Legacy_Avaya,04/27/2025 01:16:00,394.03,Resolved,AGT-995,Benefits
CALL-002545,Legacy_Avaya,05/28/2025 04:45:00,239.09,Resolved,AGT-354,Pharmacy
CALL-002546,Legacy_Avaya,05/29/2025 23:14:00,362.44,Resolved,AGT-681,General Inquiry
CALL-002547,Cloud_Modern_Connect,2025-09-28T00:31:00,129.42,Escalated,AGT-674,General Inquiry
CALL-002548,Legacy_Avaya,11/23/2025 16:49:00,321.3,Resolved,AGT-361,General Inquiry
CALL-002549,Legacy_Oracle,05/04/2025 21:08:00,524.31,Escalated,AGT-460,General Inquiry
CALL-002550,Legacy_Avaya,11/21/2025 09:53:00,592.52,Dropped,AGT-971,Benefits
CALL-002551,Legacy_Avaya,01/24/2025 08:45:00,482.8,Dropped,AGT-512,Pharmacy
CALL-002552,Legacy_Avaya,08/02/2025 12:15:00,267.64,,AGT-579,Benefits
CALL-002553,Legacy_Oracle,02/01/2025 21:00:00,201.34,Resolved,AGT-202,Pharmacy
CALL-002554,Cloud_Modern_Connect,2025-04-19T10:11:00,129.71,Escalated,AGT-464,General Inquiry
CALL-002555,Cloud_Modern_Connect,2025-04-28T18:03:00,31.74,Resolved,AGT-567,Pharmacy
CALL-002556,Legacy_Oracle,11/25/2025 18:08:00,298.27,,AGT-198,Benefits
CALL-002557,Legacy_Avaya,06/23/2025 22:00:00,235.87,Escalated,AGT-163,General Inquiry
CALL-002558,Cloud_Modern_Connect,2025-11-21T17:33:00,324.83,Escalated,AGT-197,General Inquiry
CALL-002559,Cloud_Modern_Connect,2025-05-22T03:31:00,109.97,Resolved,AGT-239,Benefits
CALL-002560,Cloud_Modern_Connect,2025-08-07T02:05:00,175.37,Resolved,AGT-854,Benefits
CALL-002561,Legacy_Avaya,01/01/2025 03:09:00,516.6,Resolved,AGT-600,Benefits
CALL-002562,Legacy_Avaya,10/07/2025 23:10:00,195.37,Resolved,AGT-793,General Inquiry
CALL-002563,Legacy_Oracle,01/31/2025 05:58:00,531.85,Resolved,AGT-447,Pharmacy
CALL-002564,Cloud_Modern_Connect,2025-02-12T20:04:00,17.58,Escalated,AGT-211,Pharmacy
CALL-002565,Cloud_Modern_Connect,2025-04-14T23:03:00,95.19,Resolved,AGT-488,General Inquiry
CALL-002566,Cloud_Modern_Connect,2025-02-23T10:29:00,318.97,Dropped,AGT-392,Pharmacy
CALL-002567,Cloud_Modern_Connect,2025-12-07T23:07:00,2.03,,AGT-631,Benefits
CALL-002568,Legacy_Avaya,11/18/2025 22:33:00,369.24,Resolved,AGT-947,General Inquiry
CALL-002569,Cloud_Modern_Connect,2025-06-26T17:34:00,51.03,Dropped,AGT-351,General Inquiry
CALL-002570,Cloud_Modern_Connect,2025-10-27T00:09:00,262.72,Resolved,AGT-814,Pharmacy
CALL-002571,Cloud_Modern_Connect,2025-08-17T07:38:00,124.09,Escalated,AGT-298,Mental Health
CALL-002572,Legacy_Avaya,05/03/2025 04:11:00,437.81,Escalated,AGT-790,Pharmacy
CALL-002573,Legacy_Oracle,06/01/2025 16:38:00,522.07,Escalated,AGT-232,General Inquiry
CALL-002574,Legacy_Avaya,10/25/2025 11:47:00,291.48,Resolved,AGT-323,General Inquiry
CALL-002575,Cloud_Modern_Connect,2025-05-19T00:09:00,14.99,Resolved,AGT-161,General Inquiry
CALL-002576,Legacy_Avaya,11/11/2025 14:17:00,503.83,,AGT-718,Benefits
CALL-002577,Cloud_Modern_Connect,2025-11-25T03:19:00,221.37,Resolved,AGT-401,Benefits
CALL-002578,Cloud_Modern_Connect,2025-06-14T08:01:00,68.86,Resolved,AGT-325,General Inquiry
CALL-002579,Cloud_Modern_Connect,2025-09-11T23:47:00,239.04,Resolved,AGT-705,Pharmacy
CALL-002580,Cloud_Modern_Connect,2025-07-13T16:20:00,141.74,Resolved,AGT-235,General Inquiry
CALL-002581,Cloud_Modern_Connect,2025-07-16T03:49:00,44.45,Dropped,AGT-848,General Inquiry
CALL-002582,Cloud_Modern_Connect,2025-12-16T04:27:00,125.89,Resolved,AGT-843,General Inquiry
CALL-002583,Legacy_Avaya,09/02/2025 13:55:00,485.95,Resolved,AGT-179,Pharmacy
CALL-002584,Cloud_Modern_Connect,2025-09-19T02:22:00,215.64,Resolved,AGT-318,General Inquiry
CALL-002585,Legacy_Avaya,08/16/2025 23:14:00,276.58,Resolved,AGT-706,Benefits
CALL-002586,Legacy_Avaya,05/22/2025 22:30:00,368.64,Dropped,AGT-418,Mental Health
CALL-002587,Cloud_Modern_Connect,2025-01-21T10:00:00,45.75,Resolved,AGT-487,Benefits
CALL-002588,Cloud_Modern_Connect,2025-10-15T18:47:00,187.49,Escalated,AGT-953,Benefits
CALL-002589,Cloud_Modern_Connect,2025-06-16T21:24:00,69.17,Resolved,AGT-641,Mental Health
CALL-002590,Cloud_Modern_Connect,2025-09-30T09:58:00,13.61,Resolved,AGT-982,Benefits
CALL-002591,Cloud_Modern_Connect,2025-12-07T13:15:00,108.06,Escalated,AGT-528,Pharmacy
CALL-002592,Cloud_Modern_Connect,2025-06-11T16:42:00,52.24,Resolved,AGT-203,Benefits
CALL-002593,Legacy_Avaya,03/27/2025 17:21:00,108.46,Resolved,AGT-447,Benefits
CALL-002594,Legacy_Oracle,09/03/2025 16:47:00,497.14,Escalated,AGT-161,General Inquiry
CALL-002595,Legacy_Avaya,01/25/2025 10:31:00,446.22,Resolved,AGT-680,Benefits
CALL-002596,Legacy_Avaya,05/26/2025 10:09:00,434.89,Resolved,AGT-577,Pharmacy
CALL-002597,Legacy_Avaya,07/12/2025 03:14:00,187.42,Resolved,AGT-795,Mental Health
CALL-002598,Legacy_Avaya,04/10/2025 17:42:00,389.7,Escalated,AGT-409,Benefits
CALL-002599,Legacy_Avaya,11/08/2025 06:50:00,396.85,Resolved,AGT-220,Mental Health
CALL-002600,Cloud_Modern_Connect,2025-10-09T15:04:00,100.42,Resolved,AGT-330,Benefits
CALL-002601,Cloud_Modern_Connect,2025-05-26T22:08:00,197.11,Resolved,AGT-787,Benefits
CALL-002602,Cloud_Modern_Connect,2025-04-13T03:29:00,47.18,Resolved,AGT-820,Benefits
CALL-002603,Legacy_Avaya,07/11/2025 15:55:00,469.2,Escalated,AGT-822,Benefits
CALL-002604,Legacy_Oracle,12/07/2025 06:22:00,107.15,Escalated,AGT-196,General Inquiry
CALL-002605,Legacy_Avaya,06/04/2025 11:32:00,389.61,Resolved,AGT-603,Pharmacy
CALL-002606,Cloud_Modern_Connect,2025-11-11T11:07:00,214.86,Resolved,AGT-791,Mental Health
CALL-002607,Legacy_Avaya,12/19/2025 22:37:00,333.95,Resolved,AGT-451,Mental Health
CALL-002608,Legacy_Oracle,04/01/2025 10:49:00,298.06,Resolved,AGT-891,Pharmacy
CALL-002609,Legacy_Avaya,07/02/2025 02:03:00,180.26,Resolved,AGT-654,Mental Health
CALL-002610,Cloud_Modern_Connect,2025-09-24T16:33:00,133.55,Resolved,AGT-465,General Inquiry
CALL-002611,Cloud_Modern_Connect,2025-05-27T17:10:00,210.61,Resolved,AGT-311,Benefits
CALL-002612,Cloud_Modern_Connect,2025-02-15T16:21:00,56.33,Dropped,AGT-619,Mental Health
CALL-002613,Cloud_Modern_Connect,2025-06-09T11:32:00,52.47,Resolved,AGT-241,Pharmacy
CALL-002614,Legacy_Avaya,12/17/2025 04:28:00,425.98,Dropped,AGT-455,Benefits
CALL-002615,Cloud_Modern_Connect,2025-09-22T23:55:00,49.42,Resolved,AGT-675,Benefits
CALL-002616,Cloud_Modern_Connect,2025-10-29T01:25:00,407.82,Resolved,AGT-705,Benefits
CALL-002617,Legacy_Avaya,11/16/2025 15:27:00,395.67,Escalated,AGT-962,Mental Health
CALL-002618,Cloud_Modern_Connect,2025-12-24T07:07:00,116.93,Resolved,AGT-539,General Inquiry
CALL-002619,Cloud_Modern_Connect,2025-03-08T02:35:00,36.6,Dropped,AGT-260,Mental Health
CALL-002620,Cloud_Modern_Connect,2025-05-27T23:28:00,129.3,Escalated,AGT-163,Pharmacy
CALL-002621,Legacy_Oracle,04/30/2025 02:01:00,372.29,Resolved,AGT-252,Mental Health
CALL-002622,Legacy_Avaya,11/12/2025 00:52:00,366.7,Resolved,AGT-580,Mental Health
CALL-002623,Legacy_Avaya,04/04/2025 16:38:00,380.23,Resolved,AGT-742,General Inquiry
CALL-002624,Cloud_Modern_Connect,2025-09-01T14:56:00,256.5,Resolved,AGT-303,Pharmacy
CALL-002625,Cloud_Modern_Connect,2025-11-02T14:47:00,62.55,Dropped,AGT-115,Benefits
CALL-002626,Cloud_Modern_Connect,2025-04-10T11:54:00,126.79,Resolved,AGT-548,Benefits
CALL-002627,Cloud_Modern_Connect,2025-02-12T00:50:00,289.6,,AGT-479,Mental Health
CALL-002628,Cloud_Modern_Connect,2025-12-23T20:48:00,179.39,Dropped,AGT-849,Mental Health
CALL-002629,Legacy_Avaya,11/13/2025 00:30:00,141.86,Escalated,AGT-873,General Inquiry
CALL-002630,Cloud_Modern_Connect,2025-01-16T19:26:00,147.07,Resolved,AGT-109,Mental Health
CALL-002631,Cloud_Modern_Connect,2025-04-24T11:16:00,115.58,Resolved,AGT-260,Benefits
CALL-002632,Legacy_Avaya,04/19/2025 07:18:00,110.1,Resolved,AGT-416,Mental Health
CALL-002633,Cloud_Modern_Connect,2025-08-31T19:32:00,168.44,Resolved,AGT-746,General Inquiry
CALL-002634,Cloud_Modern_Connect,2025-03-16T03:07:00,294.05,Resolved,AGT-291,Pharmacy
CALL-002635,Legacy_Avaya,02/21/2025 04:48:00,154.99,Resolved,AGT-296,Benefits
CALL-002636,Legacy_Oracle,02/16/2025 05:13:00,476.65,Resolved,AGT-684,Benefits
CALL-002637,Legacy_Avaya,10/21/2025 07:02:00,566.55,Resolved,AGT-835,General Inquiry
CALL-002638,Legacy_Oracle,04/24/2025 14:37:00,239.16,Resolved,AGT-757,General Inquiry
CALL-002639,Legacy_Oracle,12/05/2025 20:56:00,434.96,Resolved,AGT-571,General Inquiry
CALL-002640,Legacy_Oracle,07/16/2025 20:35:00,205.75,Resolved,AGT-839,Pharmacy
CALL-002641,Legacy_Avaya,08/26/2025 01:18:00,271.37,Resolved,AGT-134,Pharmacy
CALL-002642,Legacy_Avaya,08/23/2025 08:28:00,168.44,Dropped,AGT-232,General Inquiry
CALL-002643,Cloud_Modern_Connect,2025-04-25T17:25:00,85.71,Resolved,AGT-646,Pharmacy
CALL-002644,Cloud_Modern_Connect,2025-06-05T22:20:00,89.9,Resolved,AGT-521,Pharmacy
CALL-002645,Cloud_Modern_Connect,2025-03-03T17:38:00,54.08,Resolved,AGT-384,General Inquiry
CALL-002646,Legacy_Avaya,11/01/2025 13:56:00,547.19,Resolved,AGT-481,Benefits
CALL-002647,Cloud_Modern_Connect,2025-03-31T03:17:00,89.01,Resolved,AGT-791,Pharmacy
CALL-002648,Cloud_Modern_Connect,2025-09-03T05:26:00,42.06,Resolved,AGT-794,Benefits
CALL-002649,Cloud_Modern_Connect,2025-01-09T19:25:00,92.86,Resolved,AGT-210,General Inquiry
CALL-002650,Legacy_Avaya,02/02/2025 21:02:00,455.76,Resolved,AGT-190,General Inquiry
CALL-002651,Cloud_Modern_Connect,2025-03-28T18:19:00,126.86,Dropped,AGT-648,Pharmacy
CALL-002652,Cloud_Modern_Connect,2025-04-23T11:21:00,351.87,Resolved,AGT-832,Benefits
CALL-002653,Legacy_Avaya,12/02/2025 09:34:00,257.6,Escalated,AGT-947,Pharmacy
CALL-002654,Legacy_Oracle,02/25/2025 08:34:00,179.48,Resolved,AGT-423,Mental Health
CALL-002655,Cloud_Modern_Connect,2025-06-23T10:00:00,103.44,Resolved,AGT-650,Mental Health
CALL-002656,Cloud_Modern_Connect,2025-10-25T16:25:00,42.09,Resolved,AGT-903,General Inquiry
CALL-002657,Legacy_Oracle,08/17/2025 13:32:00,240.58,Resolved,AGT-844,Benefits
CALL-002658,Cloud_Modern_Connect,2025-11-13T17:42:00,224.79,Escalated,AGT-484,Mental Health
CALL-002659,Legacy_Oracle,12/19/2025 04:26:00,221.5,Resolved,AGT-700,Mental Health
CALL-002660,Cloud_Modern_Connect,2025-02-20T09:35:00,220.96,Resolved,AGT-533,Mental Health
CALL-002661,Legacy_Avaya,05/30/2025 21:16:00,344.11,Resolved,AGT-684,Mental Health
CALL-002662,Cloud_Modern_Connect,2025-04-14T12:40:00,19.32,Dropped,AGT-983,Mental Health
CALL-002663,Cloud_Modern_Connect,2025-12-17T07:53:00,299.92,Resolved,AGT-381,General Inquiry
CALL-002664,Cloud_Modern_Connect,2025-12-18T18:48:00,71.72,Dropped,AGT-390,Mental Health
CALL-002665,Cloud_Modern_Connect,2025-12-11T00:19:00,43.12,Resolved,AGT-733,Mental Health
CALL-002666,Legacy_Avaya,03/05/2025 10:48:00,496.51,,AGT-152,Benefits
CALL-002667,Legacy_Avaya,11/22/2025 12:21:00,336.82,,AGT-881,Mental Health
CALL-002668,Legacy_Oracle,09/23/2025 03:05:00,576.37,Resolved,AGT-279,General Inquiry
CALL-002669,Legacy_Avaya,11/03/2025 16:52:00,198.34,Escalated,AGT-280,Pharmacy
CALL-002670,Cloud_Modern_Connect,2025-03-29T14:50:00,151.26,Resolved,AGT-104,Pharmacy
CALL-002671,Cloud_Modern_Connect,2025-12-23T17:08:00,86.66,Resolved,AGT-143,Benefits
CALL-002672,Legacy_Oracle,08/07/2025 18:50:00,216.92,Resolved,AGT-525,General Inquiry
CALL-002673,Cloud_Modern_Connect,2025-09-21T03:58:00,91.66,Resolved,AGT-149,Mental Health
CALL-002674,Legacy_Avaya,11/30/2025 13:13:00,407.65,Resolved,AGT-526,Mental Health
CALL-002675,Cloud_Modern_Connect,2025-07-16T15:41:00,114.02,Resolved,AGT-929,General Inquiry
CALL-002676,Cloud_Modern_Connect,2025-09-02T11:52:00,233.8,Dropped,AGT-301,Mental Health
CALL-002677,Legacy_Oracle,10/12/2025 06:59:00,550.19,Resolved,AGT-722,Mental Health
CALL-002678,Cloud_Modern_Connect,2025-08-03T17:19:00,28.28,Resolved,AGT-552,Benefits
CALL-002679,Legacy_Oracle,09/15/2025 09:32:00,274.27,Resolved,AGT-485,General Inquiry
CALL-002680,Cloud_Modern_Connect,2025-07-27T05:22:00,129.33,Resolved,AGT-174,Benefits
CALL-002681,Legacy_Avaya,07/15/2025 23:44:00,473.08,Resolved,AGT-322,Mental Health
CALL-002682,Legacy_Oracle,01/04/2025 02:46:00,373.23,Resolved,AGT-597,Mental Health
CALL-002683,Legacy_Avaya,01/19/2025 10:56:00,195.36,Dropped,AGT-105,Pharmacy
CALL-002684,Legacy_Avaya,07/22/2025 06:48:00,315.93,Resolved,AGT-282,General Inquiry
CALL-002685,Legacy_Avaya,03/05/2025 18:10:00,236.33,Resolved,AGT-241,Benefits
CALL-002686,Cloud_Modern_Connect,2025-03-04T15:34:00,76.1,,AGT-246,Pharmacy
CALL-002687,Legacy_Avaya,12/20/2025 10:45:00,434.83,Resolved,AGT-763,General Inquiry
CALL-002688,Cloud_Modern_Connect,2025-04-02T19:12:00,149.03,Resolved,AGT-903,Benefits
CALL-002689,Cloud_Modern_Connect,2025-10-03T12:23:00,30.8,Resolved,AGT-594,Pharmacy
CALL-002690,Legacy_Oracle,12/24/2025 10:58:00,300.82,Resolved,AGT-565,General Inquiry
CALL-002691,Cloud_Modern_Connect,2025-11-18T08:15:00,195.69,Escalated,AGT-686,Benefits
CALL-002692,Cloud_Modern_Connect,2025-09-15T18:07:00,138.43,Escalated,AGT-814,Pharmacy
CALL-002693,Cloud_Modern_Connect,2025-04-16T19:55:00,92.93,Resolved,AGT-256,Benefits
CALL-002694,Legacy_Oracle,02/23/2025 21:05:00,560.14,Resolved,AGT-545,Pharmacy
CALL-002695,Cloud_Modern_Connect,2025-06-30T12:50:00,75.55,Resolved,AGT-388,Pharmacy
CALL-002696,Cloud_Modern_Connect,2025-09-05T13:52:00,214.85,Resolved,AGT-345,Mental Health
CALL-002697,Legacy_Oracle,10/23/2025 23:05:00,541.48,Resolved,AGT-107,General Inquiry
CALL-002698,Cloud_Modern_Connect,2025-12-09T19:02:00,85.27,Resolved,AGT-653,Pharmacy
CALL-002699,Legacy_Avaya,05/18/2025 10:57:00,322.7,Resolved,AGT-325,Mental Health
CALL-002700,Cloud_Modern_Connect,2025-09-11T15:51:00,158.59,Resolved,AGT-329,Mental Health
CALL-002701,Legacy_Oracle,09/01/2025 09:24:00,322.66,Resolved,AGT-243,Mental Health
CALL-002702,Legacy_Oracle,06/25/2025 16:47:00,111.46,Dropped,AGT-561,Pharmacy
CALL-002703,Cloud_Modern_Connect,2025-03-19T04:31:00,121.18,Resolved,AGT-448,Mental Health
CALL-002704,Legacy_Avaya,03/20/2025 08:33:00,200.72,,AGT-267,Benefits
CALL-002705,Cloud_Modern_Connect,2025-07-29T14:29:00,82.31,Resolved,AGT-615,General Inquiry
CALL-002706,Legacy_Oracle,10/07/2025 05:52:00,288.52,Dropped,AGT-914,Benefits
CALL-002707,Cloud_Modern_Connect,2025-07-16T00:54:00,130.29,Resolved,AGT-883,Mental Health
CALL-002708,Cloud_Modern_Connect,2025-05-05T16:57:00,57.18,Resolved,AGT-407,Pharmacy
CALL-002709,Cloud_Modern_Connect,2025-04-25T03:24:00,114.09,Resolved,AGT-924,Pharmacy
CALL-002710,Cloud_Modern_Connect,2025-08-17T09:25:00,179.39,Resolved,AGT-930,General Inquiry
CALL-002711,Cloud_Modern_Connect,2025-06-02T11:52:00,152.78,Resolved,AGT-151,General Inquiry
CALL-002712,Cloud_Modern_Connect,2025-08-19T07:08:00,73.51,Resolved,AGT-930,Mental Health
CALL-002713,Cloud_Modern_Connect,2025-08-11T12:37:00,233.58,Dropped,AGT-749,Benefits
CALL-002714,Cloud_Modern_Connect,2025-12-31T19:34:00,27.37,Escalated,AGT-252,Mental Health
CALL-002715,Cloud_Modern_Connect,2025-09-13T22:02:00,93.03,Resolved,AGT-813,Benefits
CALL-002716,Cloud_Modern_Connect,2025-02-04T18:04:00,109.54,Escalated,AGT-674,Mental Health
CALL-002717,Cloud_Modern_Connect,2025-08-19T10:22:00,223.29,Escalated,AGT-375,Benefits
CALL-002718,Legacy_Oracle,08/04/2025 18:39:00,551.15,Resolved,AGT-675,Mental Health
CALL-002719,Cloud_Modern_Connect,2025-02-21T22:37:00,175.69,Resolved,AGT-484,Benefits
CALL-002720,Cloud_Modern_Connect,2025-07-13T05:51:00,286.28,Resolved,AGT-285,Pharmacy
CALL-002721,Legacy_Avaya,07/31/2025 12:48:00,150.97,Resolved,AGT-164,General Inquiry
CALL-002722,Cloud_Modern_Connect,2025-03-09T08:28:00,203.27,Resolved,AGT-799,Pharmacy
CALL-002723,Legacy_Avaya,09/26/2025 05:01:00,564.42,Resolved,AGT-493,General Inquiry
CALL-002724,Legacy_Oracle,01/29/2025 18:30:00,177.08,Resolved,AGT-771,Mental Health
CALL-002725,Cloud_Modern_Connect,2025-08-01T22:58:00,45.96,,AGT-431,General Inquiry
CALL-002726,Legacy_Avaya,06/05/2025 15:55:00,497.31,Escalated,AGT-909,Benefits
CALL-002727,Legacy_Avaya,09/20/2025 04:52:00,416.94,Dropped,AGT-826,General Inquiry
CALL-002728,Cloud_Modern_Connect,2025-08-25T15:51:00,57.99,Resolved,AGT-268,Pharmacy
CALL-002729,Legacy_Avaya,07/21/2025 18:18:00,164.76,Escalated,AGT-638,Pharmacy
CALL-002730,Legacy_Avaya,01/13/2025 00:50:00,583.31,Resolved,AGT-240,General Inquiry
CALL-002731,Legacy_Avaya,10/02/2025 08:23:00,453.12,Resolved,AGT-272,Benefits
CALL-002732,Legacy_Avaya,04/29/2025 18:03:00,381.79,Escalated,AGT-597,Pharmacy
CALL-002733,Legacy_Avaya,06/13/2025 05:57:00,590.23,Resolved,AGT-446,Benefits
CALL-002734,Legacy_Avaya,12/24/2025 02:49:00,317.65,Resolved,AGT-903,Pharmacy
CALL-002735,Cloud_Modern_Connect,2025-12-21T11:32:00,113.0,Resolved,AGT-880,Mental Health
CALL-002736,Legacy_Avaya,06/02/2025 02:26:00,541.89,Resolved,AGT-415,General Inquiry
CALL-002737,Legacy_Avaya,08/16/2025 13:56:00,343.46,Resolved,AGT-962,General Inquiry
CALL-002738,Legacy_Avaya,04/18/2025 21:06:00,517.22,Escalated,AGT-547,General Inquiry
CALL-002739,Legacy_Avaya,12/31/2025 09:12:00,202.26,Resolved,AGT-660,Mental Health
CALL-002740,Cloud_Modern_Connect,2025-07-25T15:45:00,27.75,Resolved,AGT-548,General Inquiry
CALL-002741,Cloud_Modern_Connect,2025-02-23T17:14:00,178.69,Resolved,AGT-858,General Inquiry
CALL-002742,Cloud_Modern_Connect,2025-11-17T14:56:00,23.61,Resolved,AGT-885,Benefits
CALL-002743,Cloud_Modern_Connect,2025-06-29T18:05:00,44.35,Resolved,AGT-298,Mental Health
CALL-002744,Cloud_Modern_Connect,2025-05-24T19:31:00,40.78,Dropped,AGT-906,Mental Health
CALL-002745,Legacy_Avaya,03/02/2025 07:29:00,532.21,Resolved,AGT-694,Mental Health
CALL-002746,Legacy_Oracle,09/09/2025 09:42:00,494.49,Dropped,AGT-859,Benefits
CALL-002747,Cloud_Modern_Connect,2025-10-27T08:02:00,155.36,Resolved,AGT-845,Mental Health
CALL-002748,Cloud_Modern_Connect,2025-05-31T14:39:00,139.56,Resolved,AGT-542,Mental Health
CALL-002749,Legacy_Oracle,02/15/2025 15:11:00,205.53,Resolved,AGT-484,Pharmacy
CALL-002750,Legacy_Oracle,07/28/2025 19:54:00,374.84,Resolved,AGT-684,Mental Health
CALL-002751,Legacy_Oracle,10/19/2025 18:21:00,397.94,Resolved,AGT-727,Benefits
CALL-002752,Cloud_Modern_Connect,2025-12-20T13:35:00,172.59,Resolved,AGT-193,Pharmacy
CALL-002753,Legacy_Oracle,01/04/2025 20:46:00,528.54,Resolved,AGT-183,Benefits
CALL-002754,Cloud_Modern_Connect,2025-08-26T00:13:00,164.16,Dropped,AGT-958,Pharmacy
CALL-002755,Cloud_Modern_Connect,2025-09-30T09:50:00,51.96,Resolved,AGT-931,Mental Health
